date,home_team,away_team,home_goals,away_goals,match_importance_tier
2021-12-21,Qatar,Costa Rica,1,5,FRIENDLY
2024-03-25,Argentina,Poland,0,2,WC_FINAL
2024-08-16,Japan,Brazil,0,0,FRIENDLY
2019-07-28,France,Ecuador,1,0,QUALIFIER
2024-09-11,Spain,Germany,1,0,QUALIFIER
2023-10-29,Argentina,Germany,0,1,QUALIFIER
2021-10-02,France,Costa Rica,4,1,CONFED_CAMP
2023-08-02,Spain,France,2,0,FRIENDLY
2022-08-04,Croatia,Colombia,1,2,CONFED_CAMP
2018-10-17,Iran,England,0,2,QUALIFIER
2021-09-01,Morocco,Argentina,0,0,QUALIFIER
2026-03-24,Iran,Tunisia,1,0,FRIENDLY
2018-05-27,Mexico,Argentina,0,0,FRIENDLY
2023-07-03,USA,Croatia,0,0,CONFED_CAMP
2018-04-27,Canada,Uruguay,0,0,QUALIFIER
2022-01-22,Croatia,England,2,2,QUALIFIER
2018-10-17,France,Ecuador,3,1,QUALIFIER
2020-06-28,Qatar,Saudi Arabia,0,0,FRIENDLY
2021-11-09,Belgium,Ghana,2,0,QUALIFIER
2024-01-10,Australia,Croatia,1,0,WC_FINAL
2023-10-14,Morocco,Saudi Arabia,4,2,QUALIFIER
2020-09-15,Qatar,Japan,2,1,CONFED_CAMP
2022-12-18,Canada,Mexico,0,4,FRIENDLY
2018-06-29,Poland,Ghana,2,0,FRIENDLY
2023-04-21,Brazil,Uruguay,0,0,QUALIFIER
2022-10-27,Ghana,Japan,4,1,QUALIFIER
2020-12-31,Australia,Costa Rica,0,4,QUALIFIER
2020-01-09,Senegal,Spain,0,0,WC_FINAL
2020-07-09,Germany,Iran,2,0,WC_FINAL
2022-06-13,Uruguay,USA,0,1,QUALIFIER
2026-01-04,Serbia,Ghana,0,1,QUALIFIER
2018-07-23,Netherlands,France,4,3,CONFED_CAMP
2024-09-27,Spain,Portugal,1,0,FRIENDLY
2019-03-09,Tunisia,Australia,0,3,QUALIFIER
2018-09-17,Cameroon,Spain,0,2,FRIENDLY
2022-10-26,Ghana,Tunisia,1,1,QUALIFIER
2022-09-08,Spain,Brazil,0,0,FRIENDLY
2024-01-20,Tunisia,Morocco,0,0,QUALIFIER
2022-06-27,Ecuador,Croatia,0,0,QUALIFIER
2021-08-18,Canada,Morocco,0,2,WC_FINAL
2022-02-09,France,USA,0,0,QUALIFIER
2018-06-22,England,Saudi Arabia,0,0,QUALIFIER
2024-02-02,Netherlands,Tunisia,1,0,FRIENDLY
2025-10-12,Qatar,Argentina,2,2,FRIENDLY
2024-09-30,Canada,Cameroon,0,2,FRIENDLY
2024-07-28,Costa Rica,Switzerland,0,0,WC_FINAL
2020-12-26,England,Saudi Arabia,4,0,FRIENDLY
2024-10-21,Costa Rica,Qatar,1,0,QUALIFIER
2022-02-14,Costa Rica,Serbia,0,1,FRIENDLY
2022-10-31,Senegal,Colombia,3,0,FRIENDLY
2021-03-08,Qatar,Brazil,1,1,FRIENDLY
2018-07-12,Canada,Netherlands,2,1,QUALIFIER
2025-04-15,Denmark,France,1,4,FRIENDLY
2026-01-21,Belgium,Australia,1,3,QUALIFIER
2023-11-23,Morocco,Uruguay,0,1,QUALIFIER
2020-10-06,Serbia,Switzerland,4,0,QUALIFIER
2024-12-11,Belgium,Croatia,0,0,QUALIFIER
2022-08-04,Qatar,Netherlands,2,1,QUALIFIER
2018-12-24,Morocco,Spain,0,3,CONFED_CAMP
2019-03-09,Japan,Uruguay,3,0,QUALIFIER
2023-07-04,Tunisia,South Korea,0,1,FRIENDLY
2018-07-12,Portugal,Argentina,1,0,FRIENDLY
2019-05-25,Brazil,Australia,0,0,QUALIFIER
2019-12-16,Uruguay,Qatar,0,1,FRIENDLY
2023-12-21,France,Ecuador,4,1,QUALIFIER
2024-08-12,Japan,Poland,1,3,QUALIFIER
2024-08-14,Senegal,Netherlands,0,0,CONFED_CAMP
2022-05-17,Cameroon,Portugal,0,1,FRIENDLY
2020-12-18,Serbia,England,0,4,QUALIFIER
2022-11-02,Cameroon,Portugal,0,1,WC_FINAL
2023-05-14,Morocco,Japan,1,1,CONFED_CAMP
2025-04-22,Senegal,South Korea,0,0,QUALIFIER
2022-11-10,Belgium,Spain,2,3,FRIENDLY
2019-03-13,Australia,England,3,0,QUALIFIER
2022-03-12,England,Argentina,3,1,FRIENDLY
2018-10-13,Australia,South Korea,1,2,QUALIFIER
2023-10-27,South Korea,Ghana,0,0,QUALIFIER
2026-03-13,Uruguay,Poland,0,9,QUALIFIER
2025-10-25,Ecuador,Colombia,1,0,QUALIFIER
2018-07-08,France,USA,0,2,FRIENDLY
2023-07-25,Saudi Arabia,Germany,0,4,QUALIFIER
2025-09-25,Iran,Canada,1,3,QUALIFIER
2020-12-09,England,Australia,1,0,CONFED_CAMP
2018-12-30,Brazil,South Korea,0,2,FRIENDLY
2026-05-08,England,Ecuador,2,1,WC_FINAL
2022-01-25,Germany,Morocco,1,4,QUALIFIER
2018-06-05,Mexico,Brazil,5,2,CONFED_CAMP
2018-11-07,Ghana,Serbia,2,0,QUALIFIER
2024-12-22,Poland,Netherlands,0,0,FRIENDLY
2018-11-30,Tunisia,Uruguay,3,0,FRIENDLY
2025-04-21,Uruguay,South Korea,2,3,FRIENDLY
2020-09-09,France,Denmark,2,0,QUALIFIER
2019-08-03,USA,Japan,0,2,QUALIFIER
2025-12-24,Colombia,Senegal,5,1,QUALIFIER
2025-01-13,Belgium,Denmark,0,11,QUALIFIER
2018-04-17,Denmark,Brazil,3,1,WC_FINAL
2024-04-27,Morocco,Senegal,4,0,WC_FINAL
2022-04-20,Argentina,Qatar,1,3,CONFED_CAMP
2019-01-08,Belgium,Tunisia,3,0,QUALIFIER
2020-08-25,Canada,USA,2,1,CONFED_CAMP
2026-04-03,England,Ghana,0,0,FRIENDLY
2024-01-16,Switzerland,Cameroon,0,2,FRIENDLY
2026-01-08,Canada,Colombia,0,0,QUALIFIER
2024-08-28,Costa Rica,Tunisia,0,2,FRIENDLY
2019-09-16,Canada,England,2,0,FRIENDLY
2022-07-06,Denmark,Mexico,0,0,FRIENDLY
2023-07-01,Netherlands,Croatia,2,0,QUALIFIER
2021-08-22,France,Morocco,3,0,QUALIFIER
2019-12-30,South Korea,Japan,0,0,FRIENDLY
2022-06-06,Uruguay,Saudi Arabia,0,3,CONFED_CAMP
2024-08-02,Japan,Australia,0,1,CONFED_CAMP
2024-08-18,Japan,Ecuador,1,0,WC_FINAL
2020-01-21,Ecuador,Serbia,1,1,QUALIFIER
2023-09-16,Switzerland,Tunisia,0,1,FRIENDLY
2022-12-15,Saudi Arabia,Cameroon,0,3,CONFED_CAMP
2022-02-05,Serbia,France,1,0,FRIENDLY
2018-06-09,Uruguay,Brazil,1,3,QUALIFIER
2020-10-26,Morocco,Portugal,3,2,FRIENDLY
2021-02-04,Mexico,Ghana,0,0,FRIENDLY
2021-04-22,USA,Mexico,1,2,FRIENDLY
2019-05-06,USA,Japan,6,0,QUALIFIER
2019-06-17,Switzerland,Brazil,1,0,CONFED_CAMP
2019-07-30,Saudi Arabia,Cameroon,1,0,CONFED_CAMP
2023-12-03,Costa Rica,Netherlands,3,0,QUALIFIER
2024-01-13,Canada,Senegal,2,0,QUALIFIER
2020-03-11,Australia,Qatar,0,2,QUALIFIER
2018-02-22,Argentina,Spain,0,1,QUALIFIER
2021-05-13,Mexico,Japan,0,4,QUALIFIER
2024-04-16,Portugal,Brazil,0,3,QUALIFIER
2024-11-20,Portugal,Germany,1,0,QUALIFIER
2021-04-19,Poland,Croatia,1,0,QUALIFIER
2018-04-20,Portugal,Ecuador,1,0,QUALIFIER
2021-07-26,Colombia,Tunisia,1,4,CONFED_CAMP
2025-06-17,South Korea,Tunisia,1,1,QUALIFIER
2021-05-19,Costa Rica,Brazil,0,0,FRIENDLY
2025-10-13,Colombia,South Korea,2,0,FRIENDLY
2019-03-06,Ecuador,Ghana,1,1,QUALIFIER
2022-05-20,Mexico,Tunisia,1,0,CONFED_CAMP
2019-10-24,Portugal,Germany,0,3,FRIENDLY
2022-02-10,Ecuador,Senegal,5,0,FRIENDLY
2023-07-07,Croatia,Switzerland,1,0,QUALIFIER
2022-10-28,Qatar,Morocco,0,0,QUALIFIER
2022-10-11,Morocco,France,2,1,FRIENDLY
2018-11-19,Japan,Senegal,1,0,QUALIFIER
2025-04-24,Germany,Morocco,4,0,FRIENDLY
2018-12-11,Germany,Portugal,0,0,QUALIFIER
2019-02-05,Australia,South Korea,0,0,QUALIFIER
2018-03-01,Netherlands,Poland,2,1,QUALIFIER
2020-08-24,England,Senegal,6,0,QUALIFIER
2019-09-10,Argentina,Qatar,1,2,QUALIFIER
2020-01-26,Argentina,Uruguay,2,0,QUALIFIER
2018-03-05,Argentina,Spain,0,0,FRIENDLY
2018-11-09,Ghana,Japan,0,0,QUALIFIER
2026-05-12,Japan,Ghana,3,1,QUALIFIER
2018-08-23,Serbia,Brazil,0,1,QUALIFIER
2024-05-14,USA,Qatar,5,1,QUALIFIER
2018-12-21,Saudi Arabia,USA,0,3,WC_FINAL
2019-05-22,Switzerland,Uruguay,2,2,CONFED_CAMP
2019-10-09,Switzerland,Ecuador,4,2,QUALIFIER
2019-04-07,Mexico,Switzerland,2,1,QUALIFIER
2020-02-01,Argentina,Croatia,3,1,QUALIFIER
2020-03-30,Japan,Senegal,5,4,QUALIFIER
2023-10-28,Spain,South Korea,1,0,QUALIFIER
2025-03-05,Canada,England,0,0,CONFED_CAMP
2024-05-28,Tunisia,Morocco,2,0,CONFED_CAMP
2022-07-21,Ghana,Iran,0,3,FRIENDLY
2026-02-26,Ghana,Costa Rica,2,2,CONFED_CAMP
2018-09-23,Colombia,France,1,0,FRIENDLY
2025-04-07,Portugal,Cameroon,1,0,FRIENDLY
2022-04-25,Denmark,Tunisia,0,2,CONFED_CAMP
2023-07-13,Croatia,Uruguay,0,0,QUALIFIER
2021-06-06,Senegal,Canada,2,0,FRIENDLY
2018-08-19,Poland,Netherlands,0,1,QUALIFIER
2024-10-04,Spain,Denmark,2,0,FRIENDLY
2020-03-13,Switzerland,Costa Rica,1,0,FRIENDLY
2021-08-17,Saudi Arabia,Morocco,2,11,FRIENDLY
2021-01-13,Argentina,Netherlands,0,0,QUALIFIER
2026-03-03,Denmark,South Korea,0,0,QUALIFIER
2023-02-26,Ghana,Tunisia,0,0,QUALIFIER
2018-12-29,Canada,England,0,0,QUALIFIER
2020-07-31,Mexico,Saudi Arabia,0,0,FRIENDLY
2019-12-05,France,Colombia,0,2,FRIENDLY
2026-02-18,Croatia,Saudi Arabia,2,0,WC_FINAL
2018-05-13,Mexico,Netherlands,0,5,QUALIFIER
2024-09-13,Tunisia,France,1,1,CONFED_CAMP
2018-04-02,Ecuador,England,0,0,QUALIFIER
2025-06-30,Morocco,Uruguay,3,1,FRIENDLY
2023-12-04,USA,Uruguay,1,4,QUALIFIER
2024-01-19,USA,Ghana,2,1,QUALIFIER
2024-03-17,Ghana,Iran,1,0,QUALIFIER
2024-07-03,Brazil,Belgium,2,0,QUALIFIER
2018-06-07,Belgium,Colombia,1,2,QUALIFIER
2022-08-04,Costa Rica,England,0,0,WC_FINAL
2018-01-19,Colombia,England,0,0,FRIENDLY
2023-07-19,Portugal,Brazil,1,0,QUALIFIER
2024-12-09,Tunisia,Mexico,4,0,FRIENDLY
2020-02-20,Morocco,Saudi Arabia,1,0,FRIENDLY
2024-02-28,Germany,Serbia,2,0,QUALIFIER
2025-07-02,Argentina,Denmark,1,1,FRIENDLY
2023-02-12,Denmark,Brazil,3,0,QUALIFIER
2021-05-16,Belgium,Netherlands,0,0,QUALIFIER
2022-04-08,Saudi Arabia,Uruguay,0,3,FRIENDLY
2023-09-19,Belgium,Serbia,4,0,QUALIFIER
2022-08-20,Morocco,Japan,1,0,CONFED_CAMP
2025-05-31,Poland,Qatar,0,2,FRIENDLY
2024-01-28,Brazil,Costa Rica,1,0,QUALIFIER
2023-04-06,Morocco,Poland,0,5,FRIENDLY
2020-01-01,Ghana,England,5,1,QUALIFIER
2019-06-28,Colombia,Ecuador,1,0,FRIENDLY
2018-09-10,Iran,Poland,1,1,FRIENDLY
2023-06-12,USA,Mexico,1,0,QUALIFIER
2019-03-20,Germany,Tunisia,2,4,FRIENDLY
2021-05-12,Ecuador,South Korea,1,0,CONFED_CAMP
2022-11-29,Colombia,Australia,0,0,CONFED_CAMP
2021-12-07,USA,Morocco,4,1,QUALIFIER
2025-10-09,Germany,Uruguay,0,0,CONFED_CAMP
2019-08-19,Germany,Tunisia,1,0,CONFED_CAMP
2021-03-01,Canada,USA,1,3,FRIENDLY
2022-10-10,USA,Australia,0,0,QUALIFIER
2024-02-20,Croatia,USA,4,0,FRIENDLY
2019-04-16,France,USA,1,0,QUALIFIER
2026-01-25,Croatia,Denmark,0,1,QUALIFIER
2025-11-20,Australia,Canada,2,0,QUALIFIER
2021-05-24,Serbia,Costa Rica,6,2,FRIENDLY
2020-10-24,Canada,Senegal,5,3,QUALIFIER
2019-12-25,Ecuador,Germany,1,2,QUALIFIER
2019-01-27,France,Germany,1,0,QUALIFIER
2022-08-31,South Korea,Canada,3,1,QUALIFIER
2019-12-01,Brazil,Saudi Arabia,0,1,QUALIFIER
2024-02-26,France,Ghana,1,0,FRIENDLY
2023-05-11,France,Germany,2,4,CONFED_CAMP
2019-07-04,Belgium,Colombia,0,0,QUALIFIER
2021-04-09,Netherlands,Costa Rica,0,0,QUALIFIER
2020-11-07,Switzerland,Australia,0,8,QUALIFIER
2026-02-09,USA,Brazil,2,0,FRIENDLY
2023-04-21,USA,Mexico,2,0,QUALIFIER
2018-10-10,Tunisia,Netherlands,0,3,FRIENDLY
2020-01-07,Ecuador,Belgium,0,1,QUALIFIER
2023-11-02,Argentina,Costa Rica,0,3,CONFED_CAMP
2022-11-15,Croatia,England,2,0,QUALIFIER
2021-02-05,USA,Ghana,0,0,FRIENDLY
2025-10-16,Netherlands,Portugal,0,0,QUALIFIER
2019-11-10,Saudi Arabia,Colombia,0,0,QUALIFIER
2021-10-01,Canada,USA,2,0,CONFED_CAMP
2025-07-01,Serbia,Cameroon,2,0,FRIENDLY
2018-04-14,Serbia,USA,1,1,FRIENDLY
2024-07-25,Cameroon,Switzerland,1,0,CONFED_CAMP
2019-03-18,Ghana,Mexico,4,1,FRIENDLY
2023-01-03,Australia,Costa Rica,0,1,QUALIFIER
2026-03-25,Qatar,England,1,3,QUALIFIER
2018-04-10,Qatar,Tunisia,1,0,CONFED_CAMP
2021-04-19,Uruguay,England,0,0,CONFED_CAMP
2019-06-05,Tunisia,Croatia,2,1,QUALIFIER
2026-03-25,Qatar,Switzerland,0,0,FRIENDLY
2021-09-16,Costa Rica,Brazil,0,1,WC_FINAL
2018-05-04,Serbia,Netherlands,0,0,QUALIFIER
2024-06-26,Germany,Australia,0,0,QUALIFIER
2025-11-18,USA,Brazil,4,0,QUALIFIER
2024-08-02,Morocco,Denmark,0,1,FRIENDLY
2025-12-18,Serbia,Denmark,1,6,CONFED_CAMP
2022-03-24,South Korea,Colombia,2,1,QUALIFIER
2021-10-02,Brazil,Saudi Arabia,1,0,QUALIFIER
2020-09-04,France,Brazil,0,3,QUALIFIER
2019-11-05,Canada,Saudi Arabia,5,2,QUALIFIER
2026-04-27,Belgium,Ecuador,0,0,QUALIFIER
2018-12-07,Uruguay,Costa Rica,8,0,QUALIFIER
2024-06-01,Uruguay,Morocco,0,2,WC_FINAL
2021-08-16,South Korea,Brazil,1,2,FRIENDLY
2023-05-22,Australia,Cameroon,8,0,QUALIFIER
2024-06-09,Croatia,Japan,5,0,QUALIFIER
2020-03-11,Canada,Qatar,0,0,FRIENDLY
2018-01-22,Morocco,Canada,3,0,CONFED_CAMP
2025-03-26,Serbia,Iran,2,0,QUALIFIER
2024-03-21,Brazil,Denmark,0,0,CONFED_CAMP
2024-03-02,Iran,Saudi Arabia,0,2,FRIENDLY
2022-02-20,Iran,Poland,0,1,CONFED_CAMP
2023-03-07,Morocco,Iran,2,0,QUALIFIER
2024-12-25,Portugal,Belgium,0,0,FRIENDLY
2024-07-18,Portugal,South Korea,0,0,QUALIFIER
2025-06-11,Ghana,Poland,1,1,FRIENDLY
2018-05-22,South Korea,Croatia,0,1,QUALIFIER
2021-11-04,South Korea,Serbia,5,2,QUALIFIER
2024-11-22,Brazil,Belgium,0,0,CONFED_CAMP
2019-12-27,Iran,Canada,1,1,QUALIFIER
2024-01-24,Mexico,Morocco,0,1,FRIENDLY
2019-07-28,Denmark,South Korea,2,2,CONFED_CAMP
2023-12-31,Germany,Japan,0,2,QUALIFIER
2019-04-16,Portugal,Croatia,1,0,FRIENDLY
2024-11-15,Uruguay,France,1,1,QUALIFIER
2021-07-16,Mexico,Uruguay,0,0,QUALIFIER
2018-07-23,Qatar,Brazil,2,5,QUALIFIER
2025-06-04,Uruguay,Costa Rica,2,0,CONFED_CAMP
2020-01-03,Qatar,Cameroon,0,2,CONFED_CAMP
2018-07-01,Poland,Netherlands,7,2,QUALIFIER
2021-10-22,Japan,Netherlands,2,1,QUALIFIER
2021-03-24,Uruguay,Morocco,1,3,FRIENDLY
2023-05-06,Senegal,Argentina,1,4,QUALIFIER
2020-03-10,Morocco,Qatar,0,0,FRIENDLY
2026-01-25,Costa Rica,Canada,2,0,CONFED_CAMP
2026-02-26,Japan,Australia,5,0,CONFED_CAMP
2022-04-28,Brazil,Saudi Arabia,1,1,FRIENDLY
2019-02-13,Senegal,Poland,1,0,QUALIFIER
2019-07-05,Iran,Tunisia,6,2,QUALIFIER
2020-08-06,Portugal,Colombia,0,0,QUALIFIER
2023-08-03,Tunisia,Cameroon,5,0,QUALIFIER
2022-06-19,Japan,Croatia,2,3,CONFED_CAMP
2021-08-05,Belgium,Uruguay,1,0,QUALIFIER
2023-07-01,USA,Mexico,0,0,FRIENDLY
2024-11-05,Brazil,Denmark,1,0,QUALIFIER
2021-04-28,Germany,Ecuador,4,2,CONFED_CAMP
2022-05-02,Tunisia,Netherlands,1,3,CONFED_CAMP
2025-10-19,Canada,Germany,0,0,QUALIFIER
2024-03-22,Morocco,USA,6,0,FRIENDLY
2023-09-23,Netherlands,Argentina,0,0,QUALIFIER
2020-09-01,Senegal,USA,0,2,CONFED_CAMP
2020-06-28,Iran,USA,0,1,WC_FINAL
2019-06-17,Cameroon,Colombia,0,0,FRIENDLY
2025-04-10,Switzerland,Iran,0,0,CONFED_CAMP
2025-03-22,Canada,France,0,0,FRIENDLY
2022-11-18,England,USA,1,2,FRIENDLY
2023-11-12,South Korea,Ecuador,0,0,FRIENDLY
2025-08-11,Australia,France,0,0,QUALIFIER
2019-02-23,Tunisia,Belgium,1,1,CONFED_CAMP
2021-08-01,Switzerland,Ecuador,3,0,QUALIFIER
2019-06-10,Morocco,Japan,0,0,QUALIFIER
2025-03-31,Portugal,Senegal,0,1,FRIENDLY
2020-07-25,Saudi Arabia,Colombia,0,2,FRIENDLY
2025-02-16,Tunisia,Switzerland,0,0,QUALIFIER
2023-04-22,USA,Australia,0,2,QUALIFIER
2026-04-22,Belgium,Brazil,0,1,FRIENDLY
2023-04-23,Tunisia,Spain,1,0,QUALIFIER
2022-08-24,Ecuador,Poland,2,1,CONFED_CAMP
2023-02-08,Morocco,Senegal,0,3,FRIENDLY
2025-02-28,Mexico,Australia,0,0,CONFED_CAMP
2025-10-31,South Korea,Australia,7,3,CONFED_CAMP
2019-11-02,Qatar,Serbia,0,0,FRIENDLY
2025-01-01,Brazil,Morocco,0,0,FRIENDLY
2022-04-29,Morocco,Tunisia,0,1,FRIENDLY
2020-11-06,Uruguay,Portugal,0,1,QUALIFIER
2026-04-05,USA,Cameroon,0,1,WC_FINAL
2020-10-16,Denmark,Portugal,6,0,QUALIFIER
2018-09-28,USA,Ecuador,3,0,WC_FINAL
2018-04-24,Denmark,Tunisia,0,3,FRIENDLY
2021-11-18,England,Qatar,0,1,FRIENDLY
2019-12-16,Croatia,USA,0,0,CONFED_CAMP
2019-07-15,Netherlands,Ghana,0,1,QUALIFIER
2022-06-02,Costa Rica,South Korea,1,0,QUALIFIER
2021-01-03,Tunisia,USA,0,2,QUALIFIER
2024-04-14,Australia,Serbia,0,4,QUALIFIER
2019-02-06,Argentina,Senegal,5,1,FRIENDLY
2022-12-15,France,England,3,0,QUALIFIER
2025-01-03,France,Netherlands,0,2,QUALIFIER
2024-02-18,Japan,Spain,0,1,QUALIFIER
2024-12-20,Mexico,Qatar,0,0,QUALIFIER
2025-03-24,Switzerland,USA,1,0,QUALIFIER
2023-05-24,Denmark,Saudi Arabia,0,1,QUALIFIER
2018-05-20,Ghana,Germany,0,1,QUALIFIER
2024-12-31,Germany,Denmark,1,0,WC_FINAL
2025-03-23,Japan,Costa Rica,4,2,FRIENDLY
2020-06-04,Australia,Cameroon,5,0,QUALIFIER
2018-12-05,Croatia,Qatar,0,0,FRIENDLY
2019-05-01,France,Iran,0,0,CONFED_CAMP
2025-06-19,South Korea,Belgium,1,3,FRIENDLY
2021-09-18,Croatia,Netherlands,3,0,CONFED_CAMP
2025-04-13,USA,Uruguay,0,1,FRIENDLY
2023-11-17,Iran,Senegal,1,0,CONFED_CAMP
2023-04-21,Cameroon,England,0,3,FRIENDLY
2018-03-23,Brazil,Australia,3,1,QUALIFIER
2020-02-18,Switzerland,Colombia,0,0,FRIENDLY
2021-10-31,Netherlands,Denmark,0,1,FRIENDLY
2026-03-19,Portugal,Colombia,5,0,FRIENDLY
2026-02-27,Spain,France,1,1,CONFED_CAMP
2019-06-09,Argentina,Serbia,0,0,FRIENDLY
2023-06-16,Cameroon,Iran,0,1,FRIENDLY
2021-05-11,Belgium,Ghana,2,0,QUALIFIER
2024-09-13,Japan,Cameroon,1,0,WC_FINAL
2019-06-29,England,USA,3,0,QUALIFIER
2019-12-04,France,Portugal,5,2,QUALIFIER
2021-08-25,Spain,Cameroon,0,3,FRIENDLY
2020-01-18,Australia,Canada,0,1,QUALIFIER
2026-05-04,Argentina,Brazil,4,0,WC_FINAL
2018-03-29,Germany,Iran,0,8,FRIENDLY
2021-11-03,Cameroon,Colombia,0,0,QUALIFIER
2021-11-14,Uruguay,Germany,0,0,CONFED_CAMP
2021-06-22,Mexico,Canada,0,0,QUALIFIER
2021-10-24,Senegal,Iran,0,2,CONFED_CAMP
2019-10-21,South Korea,Portugal,0,0,CONFED_CAMP
2022-07-24,Denmark,Croatia,0,0,QUALIFIER
2024-07-15,Ecuador,Australia,0,0,CONFED_CAMP
2020-04-14,Cameroon,Denmark,2,0,QUALIFIER
2025-03-15,Mexico,Senegal,2,1,QUALIFIER
2024-11-18,Tunisia,Colombia,2,1,QUALIFIER
2021-10-16,Morocco,Tunisia,4,0,WC_FINAL
2024-08-19,Iran,Tunisia,0,2,FRIENDLY
2020-08-19,Mexico,South Korea,1,1,FRIENDLY
2022-06-20,Mexico,Spain,0,0,QUALIFIER
2025-11-19,Costa Rica,France,1,1,QUALIFIER
2020-05-02,Germany,Serbia,0,0,QUALIFIER
2020-08-21,Croatia,Ecuador,2,1,QUALIFIER
2023-07-08,Senegal,Denmark,0,0,FRIENDLY
2021-12-25,South Korea,Canada,0,0,FRIENDLY
2021-11-12,Brazil,Portugal,1,1,QUALIFIER
2026-02-20,Colombia,Qatar,3,2,WC_FINAL
2022-08-05,Canada,Serbia,5,0,CONFED_CAMP
2025-10-27,Senegal,France,1,0,QUALIFIER
2022-06-20,Qatar,Canada,6,1,QUALIFIER
2019-05-26,Costa Rica,Uruguay,1,9,QUALIFIER
2024-12-04,France,Germany,5,1,FRIENDLY
2018-09-15,France,Switzerland,1,0,QUALIFIER
2018-02-02,Germany,Costa Rica,1,0,QUALIFIER
2022-11-27,Switzerland,Mexico,1,0,QUALIFIER
2019-07-30,USA,Spain,3,1,QUALIFIER
2026-03-31,Cameroon,Uruguay,0,0,QUALIFIER
2022-08-14,Portugal,Tunisia,0,1,QUALIFIER
2019-10-29,Mexico,Japan,0,0,CONFED_CAMP
2020-08-10,Senegal,Spain,2,1,WC_FINAL
2019-02-16,Tunisia,Senegal,4,0,QUALIFIER
2021-08-22,Brazil,USA,0,2,QUALIFIER
2018-11-07,Poland,Morocco,7,0,QUALIFIER
2024-11-26,Germany,Saudi Arabia,0,0,FRIENDLY
2022-09-26,Senegal,Australia,2,4,FRIENDLY
2023-06-18,Portugal,Mexico,0,0,QUALIFIER
2019-04-20,Ghana,Senegal,0,1,QUALIFIER
2025-02-03,Uruguay,Japan,3,9,FRIENDLY
2019-11-29,Costa Rica,Canada,0,0,FRIENDLY
2019-02-22,Poland,Germany,5,0,QUALIFIER
2023-07-26,Costa Rica,Serbia,0,2,QUALIFIER
2025-01-23,Iran,Uruguay,1,0,QUALIFIER
2020-06-28,Croatia,Switzerland,1,0,CONFED_CAMP
2019-10-29,Ghana,Uruguay,1,0,CONFED_CAMP
2024-01-01,Colombia,Iran,2,1,FRIENDLY
2025-06-24,Portugal,Mexico,0,0,QUALIFIER
2018-10-09,Colombia,Netherlands,0,0,QUALIFIER
2024-02-08,Switzerland,Tunisia,1,1,WC_FINAL
2023-09-25,Senegal,Netherlands,1,0,FRIENDLY
2026-01-24,Canada,Mexico,0,0,FRIENDLY
2020-11-01,Argentina,Senegal,0,0,QUALIFIER
2024-09-27,Qatar,Ecuador,2,0,WC_FINAL
2019-05-14,Mexico,Saudi Arabia,0,5,CONFED_CAMP
2020-10-15,Tunisia,Croatia,1,1,CONFED_CAMP
2025-12-23,France,USA,0,5,QUALIFIER
2021-03-26,England,Denmark,5,0,FRIENDLY
2019-08-01,Portugal,South Korea,0,1,FRIENDLY
2022-11-04,Japan,Ecuador,0,0,QUALIFIER
2019-02-06,Iran,Qatar,3,5,QUALIFIER
2022-08-10,Belgium,Croatia,1,3,CONFED_CAMP
2019-05-11,Croatia,Argentina,0,2,QUALIFIER
2020-03-04,Morocco,England,1,0,QUALIFIER
2019-02-22,Argentina,Cameroon,8,0,CONFED_CAMP
2018-05-02,Canada,Portugal,1,0,QUALIFIER
2021-01-24,Colombia,Costa Rica,4,1,QUALIFIER
2022-03-10,Brazil,England,1,0,QUALIFIER
2025-02-18,Saudi Arabia,Mexico,2,1,FRIENDLY
2024-06-01,Senegal,Argentina,1,6,CONFED_CAMP
2026-04-08,Belgium,France,2,1,FRIENDLY
2025-12-18,Saudi Arabia,Australia,0,0,QUALIFIER
2020-12-10,Ecuador,Germany,1,1,WC_FINAL
2019-07-01,France,Australia,0,1,WC_FINAL
2023-02-18,Portugal,Colombia,2,1,CONFED_CAMP
2025-12-03,Croatia,Serbia,0,4,QUALIFIER
2020-09-18,South Korea,Brazil,0,0,QUALIFIER
2019-06-19,Argentina,Colombia,1,1,QUALIFIER
2021-01-17,Belgium,Switzerland,0,6,QUALIFIER
2021-09-30,France,Cameroon,2,0,QUALIFIER
2022-08-09,Costa Rica,England,0,1,QUALIFIER
2025-05-03,Serbia,Denmark,0,2,QUALIFIER
2019-08-21,Denmark,Germany,0,0,QUALIFIER
2021-06-17,Canada,Belgium,3,0,QUALIFIER
2024-03-09,Iran,Brazil,1,2,FRIENDLY
2018-07-09,Senegal,England,1,3,CONFED_CAMP
2020-07-09,Portugal,Netherlands,2,1,FRIENDLY
2024-01-07,Morocco,USA,7,0,FRIENDLY
2019-07-21,Ecuador,Denmark,0,0,FRIENDLY
2019-02-16,Colombia,Germany,0,3,QUALIFIER
2018-07-09,Saudi Arabia,Ecuador,0,0,QUALIFIER
2025-02-06,Saudi Arabia,Spain,3,0,QUALIFIER
2024-02-20,Serbia,Ghana,1,3,FRIENDLY
2019-04-11,Belgium,Switzerland,5,0,CONFED_CAMP
2023-08-16,Serbia,Qatar,4,2,QUALIFIER
2020-11-09,Netherlands,Australia,0,0,CONFED_CAMP
